Image,Signal to Noise Ratio
mask_1939.h5,0.030116315624017606
mask_623.h5,0.03147821707378494
mask_732.h5,0.0
mask_831.h5,0.11828544126680772
mask_2542.h5,0.0
mask_1828.h5,0.03669956972918249
mask_1968.h5,0.0
mask_971.h5,0.033104231036004794
mask_2402.h5,0.06673611563252815
mask_2793.h5,0.0
mask_672.h5,0.0
mask_2890.h5,0.0063882063882063885
mask_2783.h5,0.0
mask_2412.h5,0.0
mask_961.h5,0.005461798097575943
mask_1978.h5,0.010609425117197138
mask_2880.h5,0.0033067973055725657
mask_662.h5,0.0
mask_722.h5,0.006140997297961189
mask_1838.h5,0.0013445789023346778
mask_2552.h5,0.12027350427350428
mask_821.h5,0.0
mask_1929.h5,0.0
mask_930.h5,0.017702962916951365
mask_2443.h5,0.015054829316647048
mask_633.h5,0.005400098183603338
mask_773.h5,0.018778758860838206
mask_2991.h5,0.0
mask_870.h5,0.0
mask_2692.h5,0.0
mask_2503.h5,0.0
mask_1869.h5,0.08640010609376036
mask_1548.h5,0.012045215887330903
mask_2822.h5,0.0
mask_551.h5,0.0
mask_2721.h5,0.05173963281550905
mask_2661.h5,0.0
mask_883.h5,0.33899967309578294
mask_2962.h5,0.027661042463777208
mask_411.h5,0.0
mask_780.h5,0.004660289428501349
mask_1408.h5,0.11645655877342419
mask_1799.h5,0.0014057820426624289
mask_500.h5,0.009861932938856016
mask_691.h5,0.0
mask_2873.h5,0.0
mask_1519.h5,0.0
mask_1688.h5,0.06059036768513724
mask_992.h5,0.0012221950623319481
mask_2770.h5,0.0
mask_2630.h5,0.0
mask_1459.h5,0.014426351309516439
mask_440.h5,0.022530112962616238
mask_2933.h5,0.0
mask_747.h5,0.018019137566795077
mask_844.h5,0.050660510452738235
mask_2537.h5,0.0
mask_904.h5,0.011482899123348562
mask_2477.h5,0.001466992665036675
mask_596.h5,0.07974166337155661
mask_607.h5,0.024768576432324243
mask_487.h5,0.0
mask_716.h5,0.0
mask_2566.h5,0.0
mask_815.h5,0.0
mask_2426.h5,0.004660289428501349
mask_955.h5,0.00961301454276559
mask_656.h5,0.0002442002442002442
mask_2604.h5,0.01998381373342464
mask_2595.h5,0.021319037526492956
mask_474.h5,0.30393951452447276
mask_2907.h5,0.0
mask_3568.h5,0.0
mask_3428.h5,0.0025087193293764913
mask_534.h5,0.007316323393790347
mask_2847.h5,0.025666708401151872
mask_2744.h5,0.0
mask_2655.h5,0.0
mask_3539.h5,0.0
mask_2956.h5,0.0
mask_425.h5,0.012483005808923496
mask_2816.h5,0.0
mask_565.h5,0.0
mask_3479.h5,0.02849968612680477
mask_2715.h5,0.015369360436291522
mask_2484.h5,0.008804876547010652
mask_49.h5,0.0012833832426816598
mask_1372.h5,0.03095897306821042
mask_3277.h5,0.0
mask_1232.h5,0.14814295725297827
mask_3337.h5,0.0
mask_18.h5,0.0
mask_1323.h5,0.008929121251308578
mask_3226.h5,0.012983801162359343
mask_1263.h5,0.008929121251308578
mask_3366.h5,0.0010998411340584137
mask_1041.h5,0.0
mask_3144.h5,0.10004028467839399
mask_2228.h5,0.22022789900945855
mask_2368.h5,0.0
mask_1101.h5,0.0
mask_1290.h5,0.05785123966942149
mask_3004.h5,0.10448968585681542
mask_3395.h5,0.0
mask_118.h5,0.017892644135188866
mask_289.h5,0.005832156670145497
mask_1010.h5,0.032648430606327994
mask_1381.h5,0.006017438290556306
mask_3115.h5,0.12612550690769125
mask_3284.h5,0.0010998411340584137
mask_398.h5,0.013986879564302513
mask_2279.h5,0.001466992665036675
mask_2339.h5,0.0
mask_149.h5,0.010609425117197138
mask_1150.h5,0.0
mask_3055.h5,0.09204825701526362
mask_1257.h5,0.048307633245889055
mask_3352.h5,0.027403273342948516
mask_1086.h5,0.020047316647989043
mask_1317.h5,0.0020182251850039755
mask_3183.h5,0.014426351309516439
mask_3212.h5,0.0
mask_1197.h5,0.006202788183995578
mask_1206.h5,0.03519302457825235
mask_3092.h5,0.004537093807480074
mask_3303.h5,0.0
mask_1346.h5,0.0
mask_3243.h5,0.038737082355924685
mask_1164.h5,0.13125733618725402
mask_3061.h5,0.0
mask_1024.h5,0.0
mask_3121.h5,0.02534576631829276
mask_1135.h5,0.0
mask_3030.h5,0.0
mask_1075.h5,0.0034911496294481536
mask_3170.h5,0.0002442002442002442
mask_3010.h5,0.007874015748031496
mask_3381.h5,0.0
mask_1115.h5,0.020301407398181592
mask_1284.h5,0.02387201599800025
mask_3150.h5,0.08856554381768653
mask_1055.h5,0.011420458052966232
mask_3041.h5,0.0
mask_1144.h5,0.0
mask_3101.h5,0.06141487431977196
mask_3290.h5,0.009737458400098608
mask_1004.h5,0.08632807319984087
mask_1395.h5,0.0025087193293764913
mask_3323.h5,0.02708124373119358
mask_1226.h5,0.0
mask_3263.h5,0.0
mask_1366.h5,0.04743638920854111
mask_3372.h5,0.0
mask_1277.h5,0.011982705373687461
mask_3232.h5,0.0403200203187504
mask_1337.h5,0.012858555885262116
mask_2259.h5,0.0
mask_3135.h5,0.20099692127254068
mask_1030.h5,0.0
mask_3075.h5,0.00042742871099713014
mask_1170.h5,0.035912999494183105
mask_169.h5,0.014866204162537165
mask_2319.h5,0.04616563437839218
mask_2088.h5,0.0
mask_2208.h5,0.0
mask_2199.h5,0.032843724390090145
mask_3164.h5,0.04536463982645313
mask_1061.h5,0.029404372958029657
mask_138.h5,0.0
mask_3024.h5,0.0
mask_1121.h5,0.03558561405726566
mask_2348.h5,0.0683359415753782
mask_3197.h5,0.0018344135991194815
mask_3206.h5,0.0015894363614133756
mask_1092.h5,0.0057704112952731736
mask_1303.h5,0.021573762314503055
mask_38.h5,0.01846211226456145
mask_3346.h5,0.0
mask_1243.h5,0.0
mask_3257.h5,0.0
mask_1352.h5,0.0033682405536162655
mask_69.h5,0.0028155220957277512
mask_3086.h5,0.01379865107357218
mask_3317.h5,0.0
mask_1183.h5,0.004229236898559608
mask_1212.h5,0.012045215887330903
mask_2976.h5,0.0
mask_405.h5,0.00410614696328982
mask_794.h5,0.025089157229556402
mask_3519.h5,0.06086506086506086
mask_3688.h5,0.000855222968845449
mask_2675.h5,0.04038608077216155
mask_897.h5,0.0
mask_2735.h5,0.0
mask_3459.h5,0.0
mask_2836.h5,0.032583349089304846
mask_545.h5,0.0
mask_3548.h5,0.0
mask_454.h5,0.004167688158862467
mask_2927.h5,0.13793582442005833
mask_2624.h5,0.0
mask_986.h5,0.01379865107357218
mask_2764.h5,0.23243568527155106
mask_514.h5,0.12450240219629376
mask_685.h5,0.036306135357368756
mask_2867.h5,0.0
mask_3408.h5,0.0
mask_3799.h5,0.0
mask_2546.h5,0.0
mask_835.h5,0.005030057661636609
mask_736.h5,0.0015282107708295127
mask_2894.h5,0.0
mask_676.h5,0.0007329587099926704
mask_2797.h5,0.025730920929067803
mask_2406.h5,0.009302039056243454
mask_975.h5,0.032583349089304846
mask_864.h5,0.009799691833590139
mask_2686.h5,0.030505063211522736
mask_2517.h5,0.059904256695562166
mask_767.h5,0.029081087871364864
mask_2985.h5,0.0
mask_627.h5,0.0
mask_924.h5,0.03369085173501577
mask_2457.h5,0.0
mask_2750.h5,0.0
mask_1539.h5,0.06327470958530729
mask_520.h5,0.13407627881221015
mask_2853.h5,0.0
mask_460.h5,0.0
mask_2913.h5,0.0
mask_1479.h5,0.0
mask_2610.h5,0.0
mask_2581.h5,0.0
mask_2701.h5,0.0
mask_2490.h5,0.0
mask_2802.h5,0.1549414916114479
mask_571.h5,0.0
mask_1568.h5,0.09650649176817026
mask_1428.h5,0.0
mask_2942.h5,0.0
mask_431.h5,0.0
mask_2641.h5,0.057578104828298476
mask_582.h5,0.07253207645980624
mask_613.h5,0.0
mask_910.h5,0.03434343434343434
mask_2463.h5,0.0
mask_1909.h5,0.005091712164897859
mask_1849.h5,0.0
mask_850.h5,0.002386050780055063
mask_2523.h5,0.011795220156857902
mask_753.h5,0.015558172689518378
mask_3.h5,0.0
mask_642.h5,0.0036755697133055622
mask_1958.h5,0.16554030020630292
mask_2432.h5,0.03617505691879585
mask_941.h5,0.001650669438161032
mask_2572.h5,0.0
mask_801.h5,0.09263087695898634
mask_1818.h5,0.11349734946309636
mask_493.h5,0.0
mask_702.h5,0.0
mask_1808.h5,0.0
mask_811.h5,0.009737458400098608
mask_2562.h5,0.0
mask_712.h5,0.05173963281550905
mask_483.h5,0.13344863369076443
mask_652.h5,0.001466992665036675
mask_951.h5,0.014300749086856931
mask_2422.h5,0.0
mask_1948.h5,0.03427813900637586
mask_2533.h5,0.0
mask_840.h5,0.011607804396147196
mask_1859.h5,0.05675954592363261
mask_743.h5,0.002263412246895455
mask_603.h5,0.07358626564445318
mask_592.h5,0.09996643168848607
mask_1919.h5,0.0005496183206106871
mask_2473.h5,0.07155003270111183
mask_900.h5,0.0018956766342567114
mask_421.h5,0.05072789072019496
mask_2952.h5,0.0
mask_1438.h5,0.022147357913781272
mask_2651.h5,0.0
mask_2480.h5,0.0
mask_2711.h5,0.0
mask_1578.h5,0.1399944336209296
mask_561.h5,0.09504076995054137
mask_2812.h5,0.0
mask_1469.h5,0.05935600672442778
mask_2903.h5,0.0
mask_470.h5,0.0
mask_2591.h5,0.017323812480596088
mask_2600.h5,0.001773158055640477
mask_2740.h5,0.0
mask_2843.h5,0.03369085173501577
mask_530.h5,0.0
mask_1529.h5,0.09321411890304931
mask_637.h5,0.0
mask_2447.h5,0.0014057820426624289
mask_934.h5,0.1471782663492508
mask_2507.h5,0.06576465231249594
mask_2696.h5,0.0
mask_874.h5,0.04111329986655652
mask_2995.h5,0.0
mask_777.h5,0.0012221950623319481
mask_666.h5,0.000855222968845449
mask_2884.h5,0.05437930368749598
mask_965.h5,0.00694487124331633
mask_2416.h5,0.0
mask_2787.h5,0.0
mask_825.h5,0.009364218827008379
mask_2556.h5,0.0
mask_726.h5,0.023744063984004
mask_2774.h5,0.001466992665036675
mask_996.h5,0.0330390920554855
mask_3789.h5,0.0
mask_3418.h5,0.0
mask_2877.h5,0.0
mask_695.h5,0.00355261546000245
mask_504.h5,0.004290793183768542
mask_2937.h5,0.0
mask_444.h5,0.0032453615822668545
mask_3558.h5,0.0
mask_2634.h5,0.0201108274702696
mask_2725.h5,0.02144638403990025
mask_555.h5,0.16736729604560027
mask_2826.h5,0.0
mask_3449.h5,0.015054829316647048
mask_3698.h5,0.0
mask_3509.h5,0.0
mask_784.h5,0.0
mask_415.h5,0.0
mask_2966.h5,0.14190131028714803
mask_887.h5,0.017702962916951365
mask_2665.h5,0.0
mask_1202.h5,0.0
mask_1193.h5,0.030181086519114688
mask_3307.h5,0.0
mask_3096.h5,0.0
mask_1342.h5,0.00042742871099713014
mask_3247.h5,0.0
mask_79.h5,0.0
mask_1253.h5,0.027854454203262234
mask_3356.h5,0.0
mask_1313.h5,0.0
mask_1082.h5,0.03992383370358616
mask_3216.h5,0.014237959638479633
mask_3187.h5,0.0012221950623319481
mask_28.h5,0.0616212013218428
mask_1131.h5,0.05383675307133209
mask_3034.h5,0.0
mask_128.h5,0.011545347903932827
mask_2358.h5,0.0
mask_2189.h5,0.3115593980147294
mask_2218.h5,0.0
mask_1071.h5,0.023040899157040273
mask_3174.h5,0.14190131028714803
mask_179.h5,0.00030526894193784725
mask_1160.h5,0.024064004000250015
mask_3065.h5,0.0
mask_2098.h5,0.019222395023328148
mask_2309.h5,0.030051552873129637
mask_2249.h5,0.0
mask_1020.h5,0.005523505584877869
mask_3125.h5,0.008432325967870991
mask_1327.h5,0.032128008063500066
mask_3222.h5,0.0
mask_1267.h5,0.0017119100024455857
mask_3362.h5,0.0
mask_1376.h5,0.04383282364933741
mask_3273.h5,0.0
mask_1236.h5,0.015306438619322054
mask_3333.h5,0.0
mask_1385.h5,0.006697388632872504
mask_1014.h5,0.005091712164897859
mask_3280.h5,0.0
mask_3111.h5,0.010360138135175136
mask_1154.h5,0.0460988379517303
mask_3051.h5,0.007316323393790347
mask_1045.h5,0.08604003712050907
mask_3140.h5,0.052482816213785574
mask_1294.h5,0.03624059199291632
mask_1105.h5,0.0017119100024455857
mask_3391.h5,0.005523505584877869
mask_3000.h5,0.011795220156857902
mask_3380.h5,0.0
mask_3011.h5,0.022657761687784782
mask_1285.h5,0.08834861166467384
mask_1114.h5,0.02650209886598584
mask_3151.h5,0.17481715187150437
mask_1054.h5,0.015495227469939258
mask_3040.h5,0.0009775171065493646
mask_1145.h5,0.0
mask_3291.h5,0.00905339656340457
mask_3100.h5,0.009302039056243454
mask_1394.h5,0.0
mask_1005.h5,0.03840790974775003
mask_3322.h5,0.009799691833590139
mask_1227.h5,0.004044613310454713
mask_3262.h5,0.0
mask_1367.h5,0.03794741843522331
mask_3373.h5,0.0
mask_1276.h5,0.0
mask_3233.h5,0.028435126482957755
mask_1336.h5,0.0018956766342567114
mask_3134.h5,0.07839136444415191
mask_1031.h5,0.00917770249461041
mask_2258.h5,0.0
mask_2089.h5,0.0
mask_2318.h5,0.0
mask_168.h5,0.005523505584877869
mask_3074.h5,0.002938295788442703
mask_1171.h5,0.0275321417372217
mask_3165.h5,0.04844179944967044
mask_1060.h5,0.005215043867721946
mask_2198.h5,0.0
mask_2209.h5,0.0
mask_2349.h5,0.07309405292114225
mask_3025.h5,0.0
mask_1120.h5,0.015873015873015872
mask_139.h5,0.04583173752074556
mask_39.h5,0.008060050452224205
mask_3207.h5,0.00855647891658972
mask_3196.h5,0.0013445789023346778
mask_1302.h5,0.012295335186901452
mask_1093.h5,0.0
mask_3347.h5,0.0
mask_1242.h5,0.0015282107708295127
mask_68.h5,0.004968410721953015
mask_3256.h5,0.0
mask_1353.h5,0.0
mask_3316.h5,0.0
mask_3087.h5,0.0056469432850478765
mask_1213.h5,0.0073782587309394985
mask_1182.h5,0.022530112962616238
mask_896.h5,0.0019569471624266144
mask_2674.h5,0.0
mask_3689.h5,0.0
mask_3518.h5,0.0
mask_795.h5,0.0032453615822668545
mask_404.h5,0.0
mask_2977.h5,0.007006760909649662
mask_544.h5,0.0
mask_2837.h5,0.02412801600200025
mask_3458.h5,0.0
mask_2734.h5,0.0
mask_2625.h5,0.0
mask_2926.h5,0.5038090867370353
mask_455.h5,0.0
mask_3549.h5,0.0
mask_3798.h5,0.0
mask_3409.h5,0.0
mask_2866.h5,0.0
mask_684.h5,0.9060027919962773
mask_515.h5,0.7152428810720268
mask_2765.h5,0.037224613826285134
mask_987.h5,0.009924181717314923
mask_737.h5,0.01098358632605208
mask_834.h5,0.04124563075945345
mask_2547.h5,0.0
mask_974.h5,0.011732740521180684
mask_2407.h5,0.0
mask_2796.h5,0.04911314593071653
mask_677.h5,0.0
mask_2895.h5,0.0
mask_2984.h5,0.0
mask_766.h5,0.04583173752074556
mask_2516.h5,0.01373592377181042
mask_2687.h5,0.03992383370358616
mask_865.h5,0.0010386753833934136
mask_2456.h5,0.0
mask_925.h5,0.03906646372399797
mask_626.h5,0.08986895496574203
mask_2852.h5,0.0
mask_521.h5,0.03946199720847608
mask_1538.h5,0.3680694722778891
mask_2751.h5,0.0
mask_2580.h5,0.0
mask_2611.h5,0.0
mask_1478.h5,0.0020795107033639145
mask_2912.h5,0.0
mask_461.h5,0.03219303219303219
mask_1569.h5,0.11002710027100271
mask_570.h5,0.0007329587099926704
mask_2803.h5,0.05431145431145431
mask_2491.h5,0.0
mask_2700.h5,0.0
mask_2640.h5,0.026437789750657813
mask_430.h5,0.004968410721953015
mask_2943.h5,0.0
mask_1429.h5,0.0
mask_1908.h5,0.0063882063882063885
mask_2462.h5,0.0
mask_911.h5,0.00392156862745098
mask_612.h5,0.0
mask_583.h5,0.008184111746969418
mask_2.h5,0.06065902764290801
mask_752.h5,0.0770444386011044
mask_2522.h5,0.0
mask_851.h5,0.0
mask_1848.h5,0.0
mask_940.h5,0.007130563068600934
mask_2433.h5,0.023040899157040273
mask_1959.h5,0.0
mask_643.h5,0.0037370581388225205
mask_703.h5,0.0
mask_492.h5,0.0053384058415659325
mask_1819.h5,0.04257079223671651
mask_800.h5,0.0065736929409596365
mask_2573.h5,0.0
mask_482.h5,0.002876905184550407
mask_713.h5,0.0032453615822668545
mask_2563.h5,0.0013445789023346778
mask_810.h5,0.0031839333823169237
mask_1809.h5,0.018145662440964456
mask_1949.h5,0.030051552873129637
mask_2423.h5,0.0
mask_950.h5,0.0
mask_653.h5,0.007130563068600934
mask_742.h5,0.0045986878410693485
mask_1858.h5,0.11698936460321789
mask_841.h5,0.007192475564025328
mask_2532.h5,0.0
mask_901.h5,0.0
mask_2472.h5,0.018842111808967103
mask_1918.h5,0.0032453615822668545
mask_593.h5,0.14645581134980057
mask_602.h5,0.004783515270452594
mask_2650.h5,0.0
mask_1439.h5,0.0
mask_2953.h5,0.0
mask_420.h5,0.01085883514313919
mask_2813.h5,0.0
mask_560.h5,0.08130939809926083
mask_1579.h5,0.07506561679790026
mask_2710.h5,0.0
mask_2481.h5,0.0
mask_2601.h5,0.025089157229556402
mask_2590.h5,0.07718606180144642
mask_471.h5,0.0053384058415659325
mask_2902.h5,0.0
mask_1468.h5,0.0009775171065493646
mask_1528.h5,0.05669138987423412
mask_531.h5,0.019856831621537504
mask_2842.h5,0.02119172276240339
mask_2741.h5,0.0
mask_935.h5,0.0
mask_2446.h5,0.01524352460032222
mask_636.h5,0.03880294192239411
mask_776.h5,0.0
mask_2994.h5,0.0
mask_875.h5,0.023936003999750016
mask_2697.h5,0.0
mask_2506.h5,0.015306438619322054
mask_2786.h5,0.0
mask_2417.h5,0.0
mask_964.h5,0.03206299212598425
mask_2885.h5,0.1365938258758238
mask_667.h5,0.005276721070069947
mask_727.h5,0.0055852206469035786
mask_2557.h5,0.048576
mask_824.h5,0.0013445789023346778
mask_505.h5,0.022083593262632564
mask_694.h5,0.00012208521548040532
mask_2876.h5,0.0
mask_3419.h5,0.0053384058415659325
mask_3788.h5,0.0
mask_997.h5,0.0
mask_2775.h5,0.0004885197850512946
mask_2635.h5,0.027661042463777208
mask_3559.h5,0.0
mask_445.h5,0.08820403825717323
mask_2936.h5,0.0
mask_3448.h5,0.024960900844541757
mask_2827.h5,0.0
mask_554.h5,0.15616399689506738
mask_2724.h5,0.33921857119503024
mask_2664.h5,0.0
mask_886.h5,0.24375616791922872
mask_2967.h5,0.7427933198595894
mask_414.h5,0.0
mask_785.h5,0.0
mask_3508.h5,0.0
mask_3699.h5,0.0
mask_1192.h5,0.0038600575945101404
mask_1203.h5,0.0
mask_3097.h5,0.07372698079821745
mask_3306.h5,0.0
mask_78.h5,0.07640759477038302
mask_1343.h5,0.002202104232933692
mask_3246.h5,0.0011610143599144515
mask_1252.h5,0.037487335359675786
mask_3357.h5,0.0
mask_29.h5,0.0697310002611648
mask_1083.h5,0.0
mask_1312.h5,0.0
mask_3186.h5,0.0020182251850039755
mask_3217.h5,0.004290793183768542
mask_2359.h5,0.0
mask_129.h5,0.0
mask_1130.h5,0.029663147310206132
mask_3035.h5,0.0
mask_1070.h5,0.05444716179688506
mask_3175.h5,0.10381998248332547
mask_2219.h5,0.0010998411340584137
mask_2188.h5,0.09591973244147158
mask_2308.h5,0.02278544228728385
mask_2099.h5,0.0
mask_1161.h5,0.007316323393790347
mask_3064.h5,0.0
mask_178.h5,0.11115632417768735
mask_1021.h5,0.0
mask_3124.h5,0.004475507326344185
mask_2248.h5,0.0
mask_1326.h5,0.013359722909450767
mask_3223.h5,0.0005496183206106871
mask_1266.h5,0.0
mask_3363.h5,0.0
mask_1377.h5,0.00012208521548040532
mask_3272.h5,0.0
mask_1237.h5,0.02451225612806403
mask_3332.h5,0.0
mask_1015.h5,0.029210377536277404
mask_1384.h5,0.0009775171065493646
mask_3110.h5,0.0
mask_3281.h5,0.07690285263573025
mask_1155.h5,0.031023849977974954
mask_3050.h5,0.0
mask_1044.h5,0.05908209437621202
mask_3141.h5,0.019158994774819606
mask_1104.h5,0.0
mask_1295.h5,0.044098903900076473
mask_3001.h5,0.0027541465205948956
mask_3390.h5,0.0
mask_3161.h5,0.09204825701526362
mask_1064.h5,0.0034296913277804997
mask_3021.h5,0.0
mask_1124.h5,0.06065902764290801
mask_3130.h5,0.04389933099713284
mask_1035.h5,0.018335508732674498
mask_3070.h5,0.06777893639207508
mask_1175.h5,0.000855222968845449
mask_3252.h5,0.0
mask_1357.h5,0.003122512704340905
mask_3083.h5,0.13817297672803056
mask_3312.h5,0.0
mask_1186.h5,0.0
mask_1217.h5,0.06666666666666667
mask_3192.h5,0.0
mask_3203.h5,0.0056469432850478765
mask_1097.h5,0.0
mask_1306.h5,0.0
mask_3343.h5,0.0
mask_1246.h5,0.0006107243190423843
mask_158.h5,0.021764889304646085
mask_3044.h5,0.0002442002442002442
mask_1141.h5,0.0127959448599864
mask_2328.h5,0.0
mask_2268.h5,0.12042672502222526
mask_3104.h5,0.0784623486045287
mask_3295.h5,0.0015894363614133756
mask_1001.h5,0.13738285317598056
mask_1390.h5,0.0
mask_389.h5,0.0
mask_3015.h5,0.0
mask_3384.h5,0.0
mask_1110.h5,0.011607804396147196
mask_1281.h5,0.04623243933588761
mask_109.h5,0.0
mask_298.h5,0.0
mask_2379.h5,0.0
mask_2239.h5,0.0
mask_3155.h5,0.0006718377817137971
mask_1050.h5,0.018019137566795077
mask_3377.h5,0.0
mask_1272.h5,0.0
mask_3237.h5,0.00012208521548040532
mask_1332.h5,0.08288169200264375
mask_3326.h5,0.0038600575945101404
mask_1223.h5,0.0
mask_3266.h5,0.0034911496294481536
mask_1363.h5,0.06355079519636482
mask_58.h5,0.026695074570748215
mask_2704.h5,0.0
mask_2495.h5,0.0
mask_2807.h5,0.0024473813020068525
mask_574.h5,0.0
mask_3468.h5,0.001773158055640477
mask_3528.h5,0.0761247947454844
mask_2947.h5,0.0
mask_434.h5,0.0001831390025028997
mask_2644.h5,0.16075097414098477
mask_2755.h5,0.0059556701663903725
mask_3439.h5,0.0
mask_525.h5,0.002386050780055063
mask_2856.h5,0.0
mask_465.h5,0.03637168701372636
mask_2916.h5,0.016503288249162428
mask_3579.h5,0.0
mask_2615.h5,0.0
mask_2584.h5,0.0
mask_647.h5,0.007068658184276846
mask_2437.h5,0.03676517117003101
mask_944.h5,0.028564253876577312
mask_2577.h5,0.0
mask_804.h5,0.09059442188644079
mask_496.h5,0.0029996939087848177
mask_707.h5,0.0
mask_587.h5,0.014614812979935596
mask_616.h5,0.0
mask_915.h5,0.07527728555489926
mask_2466.h5,0.0
mask_855.h5,0.00355261546000245
mask_2526.h5,0.0
mask_756.h5,0.03277861825516894
mask_6.h5,0.01763975155279503
mask_1448.h5,0.05059313882654697
mask_451.h5,0.06736156351791531
mask_2922.h5,0.009239866945915979
mask_2621.h5,0.0
mask_983.h5,0.0
mask_2761.h5,0.01373592377181042
mask_511.h5,0.006264586660115465
mask_680.h5,0.05417578175267018
mask_2862.h5,0.0
mask_1508.h5,0.018588747280074605
mask_1699.h5,0.07563025210084033
mask_2973.h5,0.00942640625962664
mask_400.h5,0.004968410721953015
mask_791.h5,0.004167688158862467
mask_1419.h5,0.0032453615822668545
mask_1788.h5,0.003122512704340905
mask_2670.h5,0.0
mask_892.h5,0.0
mask_2730.h5,0.0
mask_1559.h5,0.0
mask_2833.h5,0.0
mask_540.h5,0.0
mask_861.h5,0.0
mask_2683.h5,0.007874015748031496
mask_2512.h5,0.022211130521587224
mask_1878.h5,0.0
mask_762.h5,0.03584750584813808
mask_2980.h5,0.0
mask_622.h5,0.023104783314599725
mask_1938.h5,0.014300749086856931
mask_921.h5,0.10770062876073287
mask_2452.h5,0.0
mask_1829.h5,0.0006718377817137971
mask_2543.h5,0.0
mask_830.h5,0.25116456662848413
mask_733.h5,0.01267074602880277
mask_2891.h5,0.0210008101202717
mask_673.h5,0.0038600575945101404
mask_2792.h5,0.0
mask_2403.h5,0.09204825701526362
mask_970.h5,0.007440201684806001
mask_1969.h5,0.0
mask_663.h5,0.0
mask_2881.h5,0.004044613310454713
mask_1979.h5,0.03388654003912413
mask_960.h5,0.028564253876577312
mask_2413.h5,0.0
mask_2782.h5,0.0
mask_820.h5,0.0
mask_2553.h5,0.17692694490338337
mask_1839.h5,0.0014057820426624289
mask_723.h5,0.36670003336670004
mask_632.h5,0.020364949866102013
mask_2442.h5,0.0121077341240425
mask_931.h5,0.004845139527752223
